Id	Name	NotIdentifiedName 	Notes
1321	영광의 방패	성유물	"(영혼 마법, 방패 기술 +5, 육체 저항 -10, 정신 저항 -10) 현존하는 다섯 개의 방패 중 하나인 영광의 방패는 경이로운 시대에 제작되었습니다. 특히 영혼 마법을 강화하도록 설계되었지만, 그 특성 때문에 사용자는 정신 및 신체 기반 공격에 다소 취약합니다."
1322	켈레브림	성유물	"(석화 상태 면역, 투사체 공격 피해 절반 감소, 체력 +50, 대지 저항력 -30) 켈레브림 주조소에서 제작된 최초의 방패 중 하나인 이 방패는 손목끈 안쪽에 ""켈레브림""이라는 단순한 각인이 새겨져 있습니다. 메두사의 시선으로부터 보호하는 강력한 마법이 걸려 있지만, 많은 위대한 마법처럼 단점도 있습니다. 켈레브림은 소유자의 대지 마법 저항력을 약화시킵니다."
1323	탈레돈의 투구	성유물	"(빛의 마법, 인격 +15, 힘 +15, 행운 -40, 선함) 서기 870년부터 태양 교회의 최고 성물 전달자이자 신성한 통로였던 탈레돈이 소유했던 이 강력한 투구는 아마도 881년 그의 갑작스러행운 죽음에 일조했을 것입니다. 물건에 마법을 너무 많이 부여하면 부정적인 기행운이 배어 나온다고 합니다. 이 경우, 그 부정적인 기행운이 착용자를 극도로 불행운하게 만들었습니다. 당대 가장 강력한 인물 중 하나였던 노련한 외교관이자 군인, 그리고 사제였던 탈레돈은 스테드윅에서 길을 건너던 중 폭주하는 농민의 마차 바퀴에 깔려 사망했습니다."
1324	학자의 모자	성유물	"(학습 능력 +15, 체력 -50) 학자의 모자는 정신이 경험을 흡수하고 기억하는 능력을 크게 향상시킵니다. 그 효과가 너무 강렬해서 착용자는 생각의 바다에 빠져 허우적거리느라 자신의 몸을 돌보는 것을 잊어버리는 경우가 많습니다.  "
1325	피낙시아 왕관	성유물	"(화염 마법, 물 저항 +50, 인격 +30, 방어력 -20) 이것은 단명했던 피낙스 제국의 잃어버린(잃어버린) 왕관입니다. 착용하면 왕관의 보석에서 억제되지 않은 화염 마법이 타오르며 착용자의 얼굴에 붉은빛을 비춥니다. 이 왕관은 착용자의 화염 마법 능력을 증폭시키고 물 속성 공격에 강력한 저항력을 제공합니다."
1326	타이탄의 허리띠	성유물	"(힘 +75, 속도 -40) 다른 많은 유사 아이템과 마찬가지로, 타이탄의 벨트는 착용자의 힘을 증가시키는 대신 속도를 감소시킵니다. 이 유물의 유일한 차이점은 그 감소폭이 훨씬 크다는 것입니다."
1327	황혼	성유물	"(이동 속도 +50, 행운 +50, 모든 저항력 -15, 악) 불길한 황혼의 망토는 수 세기 동안 첩자와 암살자들이 사용해 왔습니다. 이 마법의 특성이 해당 직업에 매우 유리하기 때문에 마법 저항력 감소는 쉽게 간과됩니다."
1328	아니아 셀빙	성유물	"(정확도 +150, 활 숙련도 +5, 방어력 -25) 명장 대장장이 이반 셀빙은 이 석궁을 자신의 외동딸 아니아의 이름을 따서 지었으며, 자신이 만든 것 중 두 번째로 훌륭한 작품이라고 칭했습니다. 이 석궁을 사용하는 궁수는 목표물을 거의 빗맞히지 않지만, 집중력과 느리고 신중한 움직임 때문에 오히려 쉽게 표적이 되기도 합니다."
1329	정의	성유물	"(언데드 처치, 정신 마법, 육체 마법, -40 이동 속도, 선) 태양 교회의 초창기 평화롭던 시절에 만들어진 정의는 선을 위한 강력한 무기입니다. 이동 속도가 약간 느리지만, 정의는 팔라딘이나 클레릭이 빛의 길을 위해 휘두를 수 있는 가장 강력한 유물 중 하나입니다."
1330	메코리그의 망치	성유물	"(영혼 마법, 힘 +75, 공기 저항 -50) 이 망치는 위대한 맹인 메코리그가 메코리그 주조소의 수장으로 재임하며 세계 최고의 마법 장비를 만들어낼 때 사용했던 바로 그 망치입니다. 이 망치는 정령과 연결되어 있어 사용자는 영혼 마법에 취약하지만, 망치가 제공하는 향상된 자기 능력과 힘을 생각하면 감수할 만한 가치가 있습니다."
1331	헤르메스의 샌들	샌들	"(+100 속도, +50 정확도, +50 공기 저항, 생명력 회복, 주문력 회복, 낙하 시 깃털 보호) 신의 신발이라는 소문이 있는 이 날개 달린 샌들은 착용자에게 엄청난 힘을 부여합니다."
1332	양의 망토	아티팩트 망토	"(질병, 광기, 마비, 독, 수면, 석화 상태에 대한 면역, 지력 -20, 인격 -20) 바의 대사제가 입는 망토는 유용하지만 착용자의 의지를 서서히 앗아가는 듯하다."
1333	엘프베인	아티팩트 양손검	"(방패의 검, 엘프 사냥꾼의 검, 고블린의 검) 이 검은 당시 고블린 족장 그로가르를 위해 고블린들이 만든 것입니다. 불행히도 고블린들은 전쟁에서 패배했고, 엘프 사냥꾼의 검은 오랫동안 행방불명되었습니다. 엘프를 처치하고 화살로부터 사용자를 보호하는 마법이 걸린 엘프 사냥꾼의 검은 그 이름값을 톡톡히 합니다. 하지만 이 마법의 특이한 부작용으로 인해 고블린 외에는 아무도 이 검을 사용할 수 없게 되었습니다."
1334	마음의 눈	아티팩트 투구	"(+15 지력, +15 인격, 주문력 회복, 인간) 마음의 눈은 상급 드루이드 라레트 와이스만을 위해 메코리그가 제작했습니다. 마음의 눈은 지력과 인격을 향상시키는 동시에 착용자의 마나를 회복시켜주고 머리 보호 기능도 제공합니다. 다만, 마음의 눈은 인간의 머리에만 착용할 수 있습니다."
1335	엘프 사슬 갑옷	아티팩트 사슬 갑옷	"(회복력 +15, 속도 +15, 정확도 +15, 엘프 특성) 엘프 사슬 갑옷은 인간 및 고블린과의 전쟁 이전에는 흔했습니다. 수 세기 동안의 전투와 갑옷 제작 기술의 퇴보로 인해 엘프 사슬 갑옷은 거의 찾아볼 수 없게 되었습니다. 가벼운 소재를 사용하고 엘프에게만 맞도록 맞춤 설계한 덕분에 착용자는 더욱 자유로운 움직임을 확보하여 더 빠르고 정확한 공격을 할 수 있습니다."
1336	대장간 건틀릿	아티팩트 건틀릿	"(+30 화염 저항, +15 힘, +15 체력, 드워프) 대장간 장갑은 메코리그가 자신의 조수들이 자신을 더 잘 도울 수 있도록 제작한 것입니다. 이미 뛰어난 드워프의 힘과 체력을 더욱 강화하는 이 장갑은 메코리그의 대장간처럼 뜨거운 곳에서 필수적인 탁월한 화염 저항력도 부여합니다."
1337	영웅의 허리띠	아티팩트 허리띠	"(+5 무기 숙련, +15 힘, 생명력 회복, 남성) 성 페르시를 위해 제작된 이 허리띠는 뛰어난 무술 실력, 탁월한 힘, 그리고 회복력을 부여합니다. 성 페르시는 이 허리띠를 매우 자주 사용했지만, 그 도움에도 불구하고 용 웜트락스의 손에 죽음을 면할 수는 없었습니다."
1338	여인의 호위	아티팩트 반지	"(물 위 걷기, 깃털처럼 가벼운 낙하, 보호, 여성용) 마법사 테락스가 먼 길을 여행해야 했던 여성 친구를 위해 만든 마법의 '호위 반지'입니다. 이 반지는 착용자를 자연 요소, 낙하, 익사로부터 보호합니다. 하지만 안타깝게도 그녀는 에라시아로 여행을 떠났고, 그 후 반지는 사라져 버렸습니다."
1339	클랭커의 부적	특수 부적	"연금술사들에게 강력한 도구였던 이 부적은 클랭커의 성공 비결이었다.  "
1340	부관의 커틀러스	특수 커틀러스	"정교한 강철 무기인 이 커틀러스는 날카롭게 연마되어 바로 사용할 수 있습니다."
1341	메두사의 거울	특수 부적	이 거울을 사용하는 사람은 돌로 만드는 효과에 완전히 면역이 됩니다. 진작에 이런 게 있었으면 좋았을 텐데.  
1342	카마인 여인의 단검	특수 단검	이 흉측한 칼날에 난 흠집과 긁힘은 이 칼이 얼마나 많이 사용되었는지를 보여줍니다.  
1343	악당의 칼날	특수 검	"윌리엄 세탁은 자신의 가벼운 상처와 멍을 치료하기 위해 이 칼로 포로들을 자주 살해하곤 했다. 이 칼은 만지면 차갑고, 손에 쥐었을 때 따끔거리는 느낌을 준다."
1344	완벽한 활	특수 활	"퀘스트 아이템: 품질은 좋지만, 이 활은 기대만큼 성능이 좋지 않은 것 같습니다. 시위를 당기기가 너무 힘들고, 조준할 때 안정적이지 못하며, 균형도 약간 맞지 않는 것 같습니다."
1345	완벽한 활	특수 활	"이 활은 마치 사용자의 힘을 알아채고 그에 맞춰 조절하는 듯합니다. 활시위를 당기는 데 전혀 힘을 쓸 필요가 없고, 발사 준비가 될 때까지 자세를 유지하는 것도 항상 쉽습니다. 이처럼 활 디자인에 담긴 수많은 작은 장점들이 모여 지금까지 본 것 중 최고의 무기를 만들어냅니다."
1346	그림자의 가면	특수 투구	"착용자의 신분을 숨기도록 고안된 이 가면은 마법적으로 강화되어 뛰어난 보호 기능을 제공하며 도둑질에도 도움을 줍니다."
1347	유령 반지	특수 반지	만지면 묘하게 따뜻한 느낌이 드는 특이한 반지. 착용자와 영적인 세계와의 연결을 강화시켜 준다.
1348	요정 반지	특수 반지	요정들이 만든 희귀하고 매우 강력한 반지. 이런 반지를 본 인간은 극히 드물다!
1349	태양의 망토	특수 망토	이 망토는 태양 사제가 도달할 수 있는 최고 등급을 상징합니다. 이 망토는 단 아홉 벌만 제작되었으며, 태양 최고 평의회 구성원 각자에게 한 벌씩 주어졌습니다.
1350	달의 망토	특수 망토	이 망토는 달의 사제가 도달할 수 있는 최고 등급을 상징합니다. 이 망토는 단 아홉 벌만 제작되었으며, 달의 고위 평의회 구성원 각자에게 한 벌씩 주어졌습니다.
1351	조카르의 도끼	특수 양손 도끼	조카르 왕가의 가보. 이 무기는 사용자에게 대지 마법에 대한 더 강한 친화력을 부여한다.
1352	뱀파이어의 망토	특수 망토	"뱀파이어가 이런 망토를 두르고 있는 것도 놀랄 일이 아니다. 이 망토는 햇빛이 몸에 닿는 것을 막아주지만, 얼굴은 보호하지 못한다."
1353	미노타우로스의 도끼	특수 도끼	"훌륭한 전리품이로군! 이 도끼는 미노타우로스를 위해 만들어진 것이라 매우 무겁지만, 마법적인 힘 덕분에 누구든 쉽게 사용할 수 있어."
1354	그로그나드의 커틀러스	특수 커틀러스	"정교하게 제작되고 특별한 마법이 걸린 고블린 무기입니다. 원래는 엘프를 처치하기 위해 만들어졌지만, 다른 종족에게도 훌륭한 위력을 발휘합니다."
1355	_artifact553	_artifact553	설명 입력.
1356	_artifact554	_artifact554	설명 입력.
1357	_artifact555	_artifact555	설명 입력.
1358	_artifact556	_artifact556	설명 입력.
1359	_artifact557	_artifact557	설명 입력.
1360	_artifact558	_artifact558	설명 입력.
1361	_artifact559	_artifact559	설명 입력.
1362	_artifact560	_artifact560	설명 입력.
1363	_artifact561	_artifact561	설명 입력.
1364	_artifact562	_artifact562	설명 입력.
1365	_artifact563	_artifact563	설명 입력.
1366	_artifact564	_artifact564	설명 입력.
1367	_artifact565	_artifact565	설명 입력.
1368	_artifact566	_artifact566	설명 입력.
1369	_artifact567	_artifact567	설명 입력.
1370	_artifact568	_artifact568	설명 입력.
1371	_artifact569	_artifact569	설명 입력.
1372	데스블레이드	양손검	테스트용입니다… 최종 출시 전에 삭제해 주세요.
1373	_artifact571	_artifact571	설명 입력.
1374	_artifact572	_artifact572	설명 입력.
1375	_artifact573	_artifact573	설명 입력.
1376	_artifact574	_artifact574	설명 입력.
1377	_artifact575	_artifact575	설명 입력.
1378	_artifact576	_artifact576	설명 입력.
1379	_artifact577	_artifact577	설명 입력.
1380	_artifact578	_artifact578	설명 입력.
1381	_artifact579	_artifact579	설명 입력.
1382	_artifact580	_artifact580	설명 입력.
1383	_artifact581	_artifact581	설명 입력.
1384	_artifact582	_artifact582	설명 입력.
1385	_artifact583	_artifact583	설명 입력.
1386	_artifact584	_artifact584	설명 입력.
1387	_artifact585	_artifact585	설명 입력.
1388	_artifact586	_artifact586	설명 입력.
1389	_artifact587	_artifact587	설명 입력.
1390	_artifact588	_artifact588	설명 입력.
1391	_artifact589	_artifact589	설명 입력.
1392	_artifact590	_artifact590	설명 입력.
1393	_artifact591	_artifact591	설명 입력.
1394	_artifact592	_artifact592	설명 입력.
1395	_artifact593	_artifact593	설명 입력.
1396	_artifact594	_artifact594	설명 입력.
1397	_artifact595	_artifact595	설명 입력.
1398	_artifact596	_artifact596	설명 입력.
1399	_artifact597	_artifact597	설명 입력.
1400	_artifact598	_artifact598	설명 입력.
1401	_artifact599	_artifact599	설명 입력.
1402	숲의 심장	보석	퀘스트 아이템: 지금까지 본 적 없는 특별한 보석
1403	리치 항아리	항아리	퀘스트 아이템: 당신의 육체적, 정신적 정수를 담은 항아리. 항아리를 잃어버리지 마세요.
1404	영혼 항아리 상자	항아리 상자	퀘스트 아이템: 리치 항아리 세트를 담기 위해 정성스럽게 제작된 장미목 케이스. 케이스는 가득 차 있는 것으로 보입니다.
1405	파슨의 깃펜	깃펜	퀘스트 아이템: 파슨 왕은 이 깃펜으로 제1차 목재 전쟁을 종식시키는 조약에 서명했습니다.
1406	잠수복	기묘한 의복	"퀘스트 아이템: 이 환경 보호복은 호흡뿐만 아니라 심해 잠수의 극한 압력으로부터 몸을 보호해줍니다. 보호복 착용 시에는 다른 장비를 착용할 수 없어 보입니다. 보호복을 착용하려면 모든 장비를 벗어야 합니다."
